city,temp,feels_like,humidity,wind_speed,weather,timestamp,date
Delhi,26.05000000000001,26.05000000000001,65,0,Haze,1729616004,2024-10-22
Delhi,26.05000000000001,26.05000000000001,65,0,Haze,1729616004,2024-10-22
