city,temp,feels_like,humidity,wind_speed,weather,timestamp,date
Kolkata,27.970000000000027,31.150000000000034,74,2.57,Haze,1729616269,2024-10-22
Kolkata,27.970000000000027,31.150000000000034,74,2.57,Haze,1729616269,2024-10-22
