city,temp,feels_like,humidity,wind_speed,weather,timestamp,date
Bangalore,21.78000000000003,22.390000000000043,91,1.03,Rain,1729615867,2024-10-22
Bangalore,21.78000000000003,22.390000000000043,91,1.03,Rain,1729615867,2024-10-22
