city,temp,feels_like,humidity,wind_speed,weather,timestamp,date
Hyderabad,24.230000000000018,25.160000000000025,94,2.06,Mist,1729616013,2024-10-22
Hyderabad,24.230000000000018,25.160000000000025,94,2.06,Mist,1729616013,2024-10-22
