city,temp,feels_like,humidity,wind_speed,weather,timestamp,date
Chennai,29.24000000000001,36.24000000000001,85,2.68,Clouds,1729616071,2024-10-22
Chennai,29.24000000000001,36.24000000000001,85,2.68,Clouds,1729616071,2024-10-22
