city,temp,feels_like,humidity,wind_speed,weather,timestamp,date
Mumbai,29.99000000000001,34.08000000000004,66,0,Haze,1729615916,2024-10-22
Mumbai,29.99000000000001,34.08000000000004,66,0,Haze,1729615916,2024-10-22
